timestamp,zone_id,temperature_C,CO2_ppm,seismic_activity,sound_db,traffic_flow,power_consumption_kW
2024-07-15 00:00:00,A,22.148229050205767,414.33378423314986,0.010938468594064398,51.53955137191942,16,157.17919122889575
2024-07-15 00:01:00,A,24.215775050425272,389.3007493174222,0.015898801264272202,55.583548271444705,21,162.77435151719249
2024-07-15 00:02:00,A,22.7316922792216,397.0048911765287,0.013611351108984619,62.21344657260207,22,161.92286583280233
2024-07-15 00:03:00,A,22.341281019124633,368.07367642964124,0.013800822100461397,55.17648826320165,17,165.00320903416502
2024-07-15 00:04:00,A,21.02217281387993,404.34054618432594,0.00741142114609862,52.237278939861326,20,148.31408065303475
2024-07-15 00:05:00,A,21.44551443929836,403.36113437200413,0.016868107617699184,55.04991092889701,22,145.2991309774397
2024-07-15 00:06:00,A,20.783728658871087,370.8677445895936,0.009763007747773146,44.76174945991015,19,111.70948486079588
2024-07-15 00:07:00,A,21.779693386108917,372.73616925315497,0.009514814498056894,57.14120947703366,16,149.15801164371229
2024-07-15 00:08:00,A,21.32890466192226,417.4391835140298,0.00240892961513975,59.35902926179262,22,148.30581955082195
2024-07-15 00:09:00,A,22.70019910706793,411.4318894253785,0.007557635796595139,60.70853642901143,17,151.46296528671783
2024-07-15 00:10:00,A,18.44540132548805,421.87993377972305,0.009574611972774755,50.35887693225009,23,162.64516009187102
2024-07-15 00:11:00,A,23.55333412626817,410.2843526034917,0.006029659626396818,52.88903927430329,14,166.1723004708643
2024-07-15 00:12:00,A,22.78373654545514,391.69102603762536,0.008880229369257213,56.77839470020877,18,148.50382088175962
2024-07-15 00:13:00,A,22.90516365713684,359.64209936437805,0.005631776604324469,53.09672340511055,22,147.4536010550336
2024-07-15 00:14:00,A,20.565226400254744,461.67112114708857,0.009399786808220213,58.96488623995933,23,155.19361204743905
2024-07-15 00:15:00,A,21.5419826399989,441.12109892745616,0.010250339681573368,52.144751646451645,16,140.337630608853
2024-07-15 00:16:00,A,22.110152875877397,438.4887371818133,0.005871642392284146,54.25434634823408,23,165.7039029832263
2024-07-15 00:17:00,A,23.216092289398134,376.36157400045215,0.0073099974200302115,49.46379310375433,18,148.0537846801375
2024-07-15 00:18:00,A,20.462832801102426,427.52633141597545,0.01220445559378937,52.68793921714142,14,154.26475904210997
2024-07-15 00:19:00,A,20.122317448513826,361.6921200112618,0.006434767928654004,53.18387383400274,30,160.2620057945152
2024-07-15 00:20:00,A,20.431863273796917,432.4671447158988,0.008131409042407252,55.129965886981694,22,155.25694718765763
2024-07-15 00:21:00,A,21.96188611909619,437.64760254923857,0.009169084936566079,53.80616542141322,12,154.45484480537914
2024-07-15 00:22:00,A,25.97029370132056,392.3132677063027,0.0,52.06521621306501,24,145.7215139489532
2024-07-15 00:23:00,A,21.375281383883458,436.0835878645136,0.013418135183702343,45.83116567963979,16,177.45506444076827
2024-07-15 00:24:00,A,24.18536113372651,399.4551970949034,0.008529996809956883,44.461319363983165,14,131.22049834153154
2024-07-15 00:25:00,A,22.878190466596507,384.0044219764504,0.018335136054273116,49.96278154259148,17,157.84479605270917
2024-07-15 00:26:00,A,19.385287225537176,409.0278016704341,0.011907592861016314,63.95744989284259,26,133.47933614062208
2024-07-15 00:27:00,A,24.58169057531675,446.40487912329604,0.011664478903803356,62.28140379352195,21,140.21869157366044
2024-07-15 00:28:00,A,22.52668437151181,423.28854854997735,0.002173150435865663,64.20330023590962,23,149.70562028107747
2024-07-15 00:29:00,A,24.013313470684917,417.39237236135966,0.010875331966004027,47.03219126106014,16,141.0923343628835
2024-07-15 00:30:00,A,23.115525200612648,376.7388043135871,0.008710442648497425,52.42910542574235,21,179.0903323742545
2024-07-15 00:31:00,A,19.563666146073288,410.7430299412671,0.00502810305860809,50.417384507951155,11,138.17218035558687
2024-07-15 00:32:00,A,23.76254489114533,419.81247581261147,0.01052793476819322,62.14311479767915,25,149.20897616192008
2024-07-15 00:33:00,A,22.22492905371787,431.79786300957863,0.011114322431067466,58.425210554887464,22,143.26289335589465
2024-07-15 00:34:00,A,22.219129371909762,393.41106140801594,0.009971402370540606,52.365827282645164,21,171.66887470394985
2024-07-15 00:35:00,A,23.816360347621604,339.76869759047213,0.01245266703768888,59.32370758015336,36,160.9270099052646
2024-07-15 00:36:00,A,16.918301611591758,392.95674047445505,0.010449011330202167,55.40414058521795,19,150.9055040596255
2024-07-15 00:37:00,A,20.55746583509823,416.8783972471004,0.01695608288278479,50.36086326732276,25,147.67602490252065
2024-07-15 00:38:00,A,26.13090807463186,362.5376721691814,0.00866998218019091,55.7218354586091,21,159.8167081961672
2024-07-15 00:39:00,A,21.383728915833885,395.8050278574809,0.00907550757521043,57.262051381552816,23,139.11563172906475
2024-07-15 00:40:00,A,24.40011186179574,397.3324530609012,0.0113842526860278,52.89208129543202,20,156.89700009759582
2024-07-15 00:41:00,A,19.6160745780352,383.24362279406813,0.009910738650142071,58.04649693230671,27,133.515335692739
2024-07-15 00:42:00,A,21.98256777701443,464.41537086905066,0.010758002296842567,62.81989918221864,31,154.87808765983522
2024-07-15 00:43:00,A,21.398661372157843,387.789530435291,0.006166791886782401,57.541596577361844,16,155.50293934971543
2024-07-15 00:44:00,A,21.625805967863744,419.66876943837286,0.007396929978597386,54.76235159128776,14,149.25984251471792
2024-07-15 00:45:00,A,24.799008498716184,356.5812331422118,0.011827143529664751,51.89874521481765,10,144.82205529979458
2024-07-15 00:46:00,A,22.85633554480519,392.17921082281697,0.009438233909798718,56.902347769067696,21,151.37987437844342
2024-07-15 00:47:00,A,23.385625684227463,389.3455124450783,0.01698070732519021,52.236901630882905,23,144.6960100954705
2024-07-15 00:48:00,A,22.189294232092465,385.8252270488209,0.017596056567902366,52.11653243694272,30,156.2434139354676
2024-07-15 00:49:00,A,21.993906215034507,397.16870117748743,0.0,55.32340869074667,27,160.07060927717026
2024-07-15 00:50:00,A,23.052748575282553,425.57301789299026,0.006263118162270323,57.40402319138493,21,162.8497390137484
2024-07-15 00:51:00,A,19.42975574969062,402.1424308889728,0.011560563646892043,57.231621108036336,13,152.8291412169729
2024-07-15 00:52:00,A,24.63529636051474,402.53620145917785,0.009514044653730106,60.94862517685485,18,153.07315387049997
2024-07-15 00:53:00,A,19.178741921046097,440.56799589393376,0.013856736527682424,65.51984083788221,17,140.65763187420444
2024-07-15 00:54:00,A,18.079317043404743,382.0432135293392,0.008958833159081428,52.59373433231045,15,148.3862649184941
2024-07-15 00:55:00,A,26.828268338374336,382.9797247177254,0.012475694175855164,49.99527390158088,21,149.71515749716102
2024-07-15 00:56:00,A,25.079978870404855,393.1731681676768,0.007971031285509491,57.84281393488358,34,144.275607819736
2024-07-15 00:57:00,A,23.07235487815481,440.6888216836846,0.016724043618664242,58.806001053201406,21,146.0367994955351
2024-07-15 00:58:00,A,20.435929406073917,372.25991338816283,0.016387115089250018,56.63219708346139,13,143.88729274384727
2024-07-15 00:59:00,A,19.03218177138357,398.83318921810866,0.003965918762411578,55.02868067013364,21,163.6784149600006
2024-07-15 01:00:00,A,19.57010109939874,440.2199181379351,0.009385337894812516,57.76635738532358,14,129.73598757749537
2024-07-15 01:01:00,A,22.396434465657645,388.8488804436969,0.013534717698540706,60.10729460709567,20,150.51816814926283
